個人ID,年収（万円）,LN年収,女性ダミー,"中学3年生の時
の学年成績",教育年数,"大卒以上ダミー
（基準は高卒以下）","短期高等教育卒ダミー
（基準は高卒以下）",勤続年数,勤続年数の2乗,大企業ダミー,"正規雇用ダミー
（基準は非正規雇用）","ホワイトカラー・ダミー
（専門職、技術職、事務職。
基準はブルーカラー）","管理職ダミー
（基準は非管理職）","転職ダミー
（基準は転職経験なし）"
2508,200,5.30,0,1,14,0,1,16,256,0,0,0,0,0
2509,400,5.99,0,5,14,0,1,16,256,0,1,1,0,0
2510,300,5.70,1,3,14,0,1,11.2,125.44,0,1,1,0,1
2511,225,5.42,1,1,14,0,1,11.2,125.44,0,0,0,0,0
2512,206.25,5.33,1,2,14,0,1,11.2,125.44,0,0,1,0,0
2513,200,5.30,0,2,14,0,1,16,256,0,0,1,0,0
2514,850,6.75,0,5,14,0,1,16,256,1,1,1,1,0
2515,506.25,6.23,0,4,14,0,1,16,256,1,1,1,1,0
2516,50,3.91,0,3,14,0,1,17,289,0,0,0,0,1
2517,200,5.30,1,2,14,0,1,11.9,141.61,0,0,0,0,0
2518,50,3.91,1,2,14,0,1,11.9,141.61,0,0,0,0,0
2519,6.25,1.83,1,3,14,0,1,11.9,141.61,0,0,1,0,1
2520,150,5.01,1,4,14,0,1,11.9,141.61,0,0,0,0,0
2521,256.25,5.55,0,1,14,0,1,17,289,0,0,0,0,0
2522,6.25,1.83,1,1,14,0,1,11.9,141.61,0,0,0,0,1
2523,56.25,4.03,1,3,14,0,1,11.9,141.61,0,0,0,0,0
2524,175,5.16,1,1,14,0,1,11.9,141.61,0,0,0,0,0
2525,75,4.32,1,3,14,0,1,11.9,141.61,0,0,0,0,0
2526,150,5.01,0,5,14,0,1,17,289,0,0,1,0,0
2527,400,5.99,0,2,14,0,1,17,289,0,1,1,0,0
2528,250,5.52,0,1,14,0,1,17,289,0,0,0,0,0
2529,300,5.70,0,1,14,0,1,17,289,0,0,0,0,0
2530,200,5.30,0,5,14,0,1,17,289,0,0,1,0,0
2531,100,4.61,1,2,14,0,1,11.9,141.61,0,0,1,0,1
2532,350,5.86,0,1,14,0,1,17,289,0,1,0,0,0
2533,250,5.52,0,2,14,0,1,17,289,0,0,1,0,0
2534,125,4.83,1,3,14,0,1,11.9,141.61,0,0,1,0,1
2535,100,4.61,1,2,14,0,1,11.9,141.61,0,0,0,0,1
2536,100,4.61,1,3,14,0,1,11.9,141.61,0,0,0,0,0
2537,200,5.30,0,1,14,0,1,17,289,0,0,0,0,0
2538,350,5.86,0,3,14,0,1,17,289,0,1,0,0,0
2539,200,5.30,1,1,14,0,1,11.9,141.61,0,0,0,0,0
2540,300,5.70,0,5,14,0,1,17,289,0,0,1,0,0
2541,200,5.30,1,3,14,0,1,11.9,141.61,0,0,0,0,0
2542,250,5.52,1,3,14,0,1,11.9,141.61,0,0,0,0,0
2543,250,5.52,1,4,14,0,1,11.9,141.61,0,0,0,0,0
2544,450,6.11,0,5,14,0,1,17,289,0,1,1,0,0
2545,500,6.21,0,4,14,0,1,17,289,1,1,0,1,0
2546,600,6.40,0,3,14,0,1,17,289,1,1,1,1,0
2547,350,5.86,1,5,14,0,1,11.9,141.61,0,1,1,0,0
2548,356.25,5.88,1,1,14,0,1,11.9,141.61,0,1,1,0,0
2549,350,5.86,0,1,14,0,1,17,289,0,1,0,0,0
2550,350,5.86,0,1,14,0,1,18,324,0,1,0,0,0
2551,25,3.22,1,5,14,0,1,12.6,158.76,0,0,1,0,0
2552,25,3.22,1,2,14,0,1,12.6,158.76,0,0,0,0,1
2553,175,5.16,1,2,14,0,1,12.6,158.76,0,0,0,0,0
2554,75,4.32,1,2,14,0,1,12.6,158.76,0,0,0,0,1
2555,25,3.22,1,2,14,0,1,12.6,158.76,0,0,0,0,1
2556,75,4.32,1,4,14,0,1,12.6,158.76,0,0,0,0,1
2557,150,5.01,0,2,14,0,1,18,324,0,0,0,0,0
2558,150,5.01,0,2,14,0,1,18,324,0,0,1,0,0
2559,50,3.91,1,5,14,0,1,12.6,158.76,0,0,0,0,1
2560,50,3.91,1,1,14,0,1,12.6,158.76,0,0,0,0,1
2561,200,5.30,1,1,14,0,1,12.6,158.76,0,0,1,0,0
2562,150,5.01,0,2,14,0,1,18,324,0,0,0,0,0
2563,250,5.52,0,4,14,0,1,18,324,0,0,0,0,0
2564,150,5.01,1,4,14,0,1,12.6,158.76,0,0,0,0,0
2565,150,5.01,1,3,14,0,1,12.6,158.76,0,0,1,0,0
2566,125,4.83,1,5,14,0,1,12.6,158.76,0,0,1,0,0
2567,175,5.16,0,1,14,0,1,18,324,0,0,1,0,0
2568,300,5.70,0,2,14,0,1,18,324,0,0,1,0,0
2569,300,5.70,1,5,14,0,1,12.6,158.76,0,1,1,0,0
2570,150,5.01,1,5,14,0,1,12.6,158.76,0,0,1,0,0
2571,350,5.86,0,1,14,0,1,18,324,0,1,1,0,0
2572,300,5.70,1,1,14,0,1,12.6,158.76,0,1,0,0,0
2573,200,5.30,1,4,14,0,1,12.6,158.76,0,0,1,0,1
2574,250,5.52,1,1,14,0,1,12.6,158.76,0,0,0,0,1
2575,300,5.70,0,1,14,0,1,18,324,0,0,0,0,0
2576,350,5.86,1,5,14,0,1,12.6,158.76,0,1,1,0,0
2577,300,5.70,0,1,14,0,1,18,324,0,0,1,0,0
2578,400,5.99,0,4,14,0,1,18,324,0,1,1,0,1
2579,500,6.21,0,4,14,0,1,18,324,1,1,0,0,0
2580,100,4.61,1,5,14,0,1,13.3,176.89,0,0,1,0,1
2581,250,5.52,0,4,14,0,1,19,361,0,0,1,0,0
2582,50,3.91,1,3,14,0,1,13.3,176.89,0,0,1,0,0
2583,25,3.22,1,3,14,0,1,13.3,176.89,0,0,1,0,1
2584,50,3.91,1,2,14,0,1,13.3,176.89,0,0,0,0,1
2585,150,5.01,1,2,14,0,1,13.3,176.89,0,0,0,0,1
2586,100,4.61,1,3,14,0,1,13.3,176.89,0,0,0,0,1
2587,50,3.91,1,4,14,0,1,13.3,176.89,0,0,0,0,0
2588,6.25,1.83,1,1,14,0,1,13.3,176.89,0,0,0,0,1
2589,25,3.22,1,4,14,0,1,13.3,176.89,0,0,1,0,1
2590,75,4.32,1,3,14,0,1,13.3,176.89,0,0,1,0,1
2591,50,3.91,1,2,14,0,1,13.3,176.89,0,0,0,0,1
2592,75,4.32,1,5,14,0,1,13.3,176.89,0,0,0,0,0
2593,300,5.70,0,2,14,0,1,19,361,0,0,1,0,0
2594,400,5.99,0,5,14,0,1,19,361,0,1,1,0,0
2595,300,5.70,1,3,14,0,1,13.3,176.89,0,1,1,0,0
2596,100,4.61,1,3,14,0,1,13.3,176.89,0,0,0,0,1
2597,100,4.61,1,1,14,0,1,13.3,176.89,0,0,0,0,1
2598,150,5.01,1,2,14,0,1,13.3,176.89,0,0,1,0,0
2599,100,4.61,1,2,14,0,1,13.3,176.89,0,0,0,0,0
2600,100,4.61,1,3,14,0,1,13.3,176.89,0,0,0,0,0
2601,150,5.01,1,5,14,0,1,13.3,176.89,0,0,0,0,0
2602,150,5.01,1,3,14,0,1,13.3,176.89,0,0,1,0,0
2603,250,5.52,1,3,14,0,1,13.3,176.89,0,0,1,0,0
2604,200,5.30,0,1,14,0,1,19,361,0,0,0,0,0
2605,250,5.52,0,2,14,0,1,19,361,0,0,1,0,1
2606,450,6.11,0,1,14,0,1,19,361,0,1,1,0,0
2607,250,5.52,1,4,14,0,1,13.3,176.89,0,0,0,0,1
2608,300,5.70,1,2,14,0,1,13.3,176.89,0,1,0,0,0
2609,600,6.40,0,5,14,0,1,19,361,1,1,1,1,0
2610,100,4.61,1,1,14,0,1,14,196,0,0,0,0,1
2611,100,4.61,1,2,14,0,1,14,196,0,0,0,0,0
2612,100,4.61,1,2,14,0,1,14,196,0,0,0,0,1
2613,200,5.30,0,1,14,0,1,20,400,0,0,1,0,0
2614,50,3.91,1,2,14,0,1,14,196,0,0,0,0,0
2615,125,4.83,0,1,14,0,1,20,400,0,0,0,0,0
2616,75,4.32,0,1,14,0,1,20,400,0,0,1,0,1
2617,125,4.83,1,5,14,0,1,14,196,0,0,0,0,0
2618,100,4.61,1,1,14,0,1,14,196,0,0,0,0,0
2619,100,4.61,1,5,14,0,1,14,196,0,0,0,0,0
2620,50,3.91,1,3,14,0,1,14,196,0,0,0,0,0
2621,75,4.32,1,1,14,0,1,14,196,0,0,0,0,1
2622,50,3.91,1,4,14,0,1,14,196,0,0,0,0,1
2623,150,5.01,1,5,14,0,1,14,196,0,0,1,0,0
2624,150,5.01,1,5,14,0,1,14,196,0,0,0,0,0
2625,150,5.01,1,5,14,0,1,14,196,0,0,1,0,0
2626,150,5.01,1,5,14,0,1,14,196,0,0,0,0,1
2627,150,5.01,1,3,14,0,1,14,196,0,0,1,0,1
2628,125,4.83,1,1,14,0,1,14,196,0,0,1,0,0
2629,450,6.11,0,3,14,0,1,20,400,0,1,1,0,0
2630,300,5.70,0,3,14,0,1,20,400,0,0,0,0,0
2631,200,5.30,0,2,14,0,1,20,400,0,0,0,0,0
2632,400,5.99,0,1,14,0,1,20,400,0,1,1,0,0
2633,350,5.86,0,3,14,0,1,20,400,0,1,1,0,0
2634,250,5.52,1,2,14,0,1,14,196,0,0,0,0,0
2635,250,5.52,0,3,14,0,1,20,400,0,0,0,0,1
2636,250,5.52,0,3,14,0,1,20,400,0,0,0,0,0
2637,375,5.93,1,1,14,0,1,14,196,0,1,0,0,0
2638,350,5.86,1,5,14,0,1,14,196,0,1,1,0,0
2639,25,3.22,1,3,14,0,1,14.7,216.09,0,0,1,0,1
2640,50,3.91,1,4,14,0,1,14.7,216.09,0,0,0,0,1
2641,6.25,1.83,1,1,14,0,1,14.7,216.09,0,0,0,0,1
2642,25,3.22,1,5,14,0,1,14.7,216.09,0,0,1,0,1
2643,100,4.61,1,5,14,0,1,14.7,216.09,0,0,0,0,1
2644,50,3.91,1,2,14,0,1,14.7,216.09,0,0,0,0,1
2645,50,3.91,0,4,14,0,1,21,441,0,0,1,0,1
2646,6.25,1.83,1,5,14,0,1,14.7,216.09,0,0,0,0,1
2647,6.25,1.83,1,4,14,0,1,14.7,216.09,0,0,0,0,1
2648,31.25,3.44,1,5,14,0,1,14.7,216.09,0,0,1,0,1
2649,106.25,4.67,1,5,14,0,1,14.7,216.09,0,0,1,0,0
2650,6.25,1.83,1,1,14,0,1,14.7,216.09,0,0,0,0,1
2651,25,3.22,1,1,14,0,1,14.7,216.09,0,0,0,0,1
2652,31.25,3.44,1,3,14,0,1,14.7,216.09,0,0,0,0,1
2653,31.25,3.44,0,3,14,0,1,21,441,0,0,1,0,1
2654,200,5.30,0,2,14,0,1,21,441,0,0,0,0,0
2655,250,5.52,1,5,14,0,1,14.7,216.09,0,0,1,0,0
2656,150,5.01,1,1,14,0,1,14.7,216.09,0,0,0,0,0
2657,56.25,4.03,1,2,14,0,1,14.7,216.09,0,0,1,0,0
2658,106.25,4.67,1,3,14,0,1,14.7,216.09,0,0,0,0,0
2659,150,5.01,1,1,14,0,1,14.7,216.09,0,0,0,0,0
2660,150,5.01,1,1,14,0,1,14.7,216.09,0,0,0,0,0
2661,150,5.01,1,1,14,0,1,14.7,216.09,0,0,0,0,0
2662,156.25,5.05,1,4,14,0,1,14.7,216.09,0,0,0,0,1
2663,156.25,5.05,0,5,14,0,1,21,441,0,0,1,0,1
2664,400,5.99,1,4,14,0,1,14.7,216.09,0,1,1,0,0
2665,250,5.52,0,4,14,0,1,21,441,0,0,1,0,1
2666,350,5.86,0,2,14,0,1,21,441,0,1,1,0,0
2667,500,6.21,0,3,14,0,1,21,441,1,1,1,0,0
2668,250,5.52,0,5,14,0,1,21,441,0,0,1,0,0
2669,250,5.52,0,4,14,0,1,21,441,0,0,1,0,0
2670,500,6.21,0,2,14,0,1,21,441,1,1,1,0,0
2671,1325,7.19,0,3,14,0,1,21,441,1,1,1,1,0
2672,6.25,1.83,1,1,15,0,1,0,0,0,0,0,0,1
2673,25,3.22,1,4,15,0,1,0,0,0,0,1,0,1
2674,50,3.91,1,5,15,0,1,0,0,0,0,0,0,0
2675,25,3.22,1,3,15,0,1,0,0,0,0,0,0,1
2676,25,3.22,1,3,15,0,1,0,0,0,0,1,0,1
2677,50,3.91,1,3,15,0,1,0,0,0,0,0,0,1
2678,100,4.61,0,2,15,0,1,0,0,0,0,0,0,0
2679,50,3.91,1,2,15,0,1,0,0,0,0,0,0,1
2680,25,3.22,1,3,15,0,1,0,0,0,0,0,0,1
2681,25,3.22,1,1,15,0,1,0,0,0,0,0,0,1
2682,50,3.91,1,5,15,0,1,0,0,0,0,1,0,0
2683,50,3.91,0,4,15,0,1,0,0,0,0,0,0,1
2684,31.25,3.44,1,3,15,0,1,0,0,0,0,0,0,1
2685,31.25,3.44,1,4,15,0,1,0,0,0,0,0,0,1
2686,31.25,3.44,1,1,15,0,1,0,0,0,0,0,0,1
2687,31.25,3.44,1,4,15,0,1,0,0,0,0,0,0,1
2688,6.25,1.83,1,1,15,0,1,0,0,0,0,0,0,1
2689,31.25,3.44,1,2,15,0,1,0,0,0,0,0,0,1
2690,6.25,1.83,1,5,15,0,1,0,0,0,0,0,0,1
2691,12.5,2.53,1,4,15,0,1,0,0,0,0,0,0,1
2692,6.25,1.83,1,1,15,0,1,0,0,0,0,0,0,1
2693,31.25,3.44,0,1,15,0,1,0,0,0,0,0,0,0
2694,12.5,2.53,1,3,15,0,1,0,0,0,0,0,0,1
2695,56.25,4.03,1,4,15,0,1,0,0,0,0,0,0,0
2696,31.25,3.44,0,1,15,0,1,0,0,0,0,0,0,1
2697,12.5,2.53,1,5,15,0,1,0,0,0,0,1,0,0
2698,6.25,1.83,1,2,15,0,1,0,0,0,0,0,0,1
2699,56.25,4.03,0,2,15,0,1,0,0,0,0,0,0,1
2700,31.25,3.44,1,1,15,0,1,0,0,0,0,0,0,0
2701,12.5,2.53,1,1,15,0,1,0,0,0,0,0,0,1
2702,56.25,4.03,1,4,15,0,1,0,0,0,0,0,0,0
2703,50,3.91,1,3,15,0,1,0,0,0,0,1,0,1
2704,31.25,3.44,1,2,15,0,1,0,0,0,0,0,0,1
2705,50,3.91,1,4,15,0,1,0,0,0,0,1,0,0
2706,75,4.32,1,1,15,0,1,0,0,0,0,0,0,0
2707,25,3.22,1,2,15,0,1,0,0,0,0,0,0,1
2708,50,3.91,1,3,15,0,1,0,0,0,0,0,0,1
2709,50,3.91,0,5,15,0,1,0,0,0,0,0,0,1
2710,75,4.32,1,3,15,0,1,0,0,0,0,0,0,0
2711,31.25,3.44,1,2,15,0,1,0,0,0,0,1,0,1
2712,50,3.91,1,5,15,0,1,0,0,0,0,0,0,1
2713,50,3.91,1,2,15,0,1,0,0,0,0,0,0,0
2714,31.25,3.44,1,1,15,0,1,0,0,0,0,0,0,1
2715,50,3.91,1,5,15,0,1,0,0,0,0,1,0,1
2716,50,3.91,1,1,15,0,1,0,0,0,0,1,0,0
2717,50,3.91,1,3,15,0,1,0,0,0,0,0,0,1
2718,50,3.91,1,2,15,0,1,0,0,0,0,1,0,1
2719,50,3.91,1,1,15,0,1,0,0,0,0,0,0,1
2720,31.25,3.44,1,4,15,0,1,0,0,0,0,1,0,0
2721,50,3.91,1,4,15,0,1,0,0,0,0,0,0,1
2722,75,4.32,1,4,15,0,1,0,0,0,0,1,0,1
2723,31.25,3.44,1,1,15,0,1,0,0,0,0,0,0,1
2724,25,3.22,1,5,15,0,1,0,0,0,0,1,0,1
2725,75,4.32,1,3,15,0,1,0,0,0,0,1,0,1
2726,50,3.91,0,3,15,0,1,0,0,0,0,1,0,0
2727,50,3.91,1,2,15,0,1,0,0,0,0,1,0,1
2728,75,4.32,1,2,15,0,1,0,0,0,0,0,0,1
2729,50,3.91,1,4,15,0,1,0,0,0,0,1,0,0
2730,75,4.32,1,2,15,0,1,0,0,0,0,0,0,1
2731,50,3.91,1,1,15,0,1,0,0,0,0,0,0,1
2732,125,4.83,1,2,15,0,1,0,0,0,0,1,0,1
2733,100,4.61,1,3,15,0,1,0,0,0,0,1,0,0
2734,50,3.91,1,4,15,0,1,0,0,0,0,1,0,1
2735,50,3.91,1,1,15,0,1,0,0,0,0,0,0,1
2736,100,4.61,0,1,15,0,1,0,0,0,0,0,0,1
2737,100,4.61,1,5,15,0,1,0,0,0,0,1,0,1
2738,100,4.61,1,2,15,0,1,0,0,0,0,0,0,1
2739,50,3.91,1,3,15,0,1,0,0,0,0,0,0,0
2740,100,4.61,1,2,15,0,1,0,0,0,0,0,0,1
2741,56.25,4.03,1,2,15,0,1,0,0,0,0,0,0,0
2742,100,4.61,1,4,15,0,1,0,0,0,0,0,0,1
2743,50,3.91,1,2,15,0,1,0,0,0,0,0,0,1
2744,50,3.91,1,1,15,0,1,0,0,0,0,0,0,0
2745,56.25,4.03,1,5,15,0,1,0,0,0,0,1,0,1
2746,100,4.61,1,5,15,0,1,0,0,0,0,0,0,1
2747,56.25,4.03,0,1,15,0,1,0,0,0,0,0,0,1
2748,50,3.91,1,4,15,0,1,0,0,0,0,0,0,0
2749,56.25,4.03,1,2,15,0,1,0,0,0,0,1,0,1
2750,100,4.61,1,4,15,0,1,0,0,0,0,1,0,0
2751,50,3.91,1,2,15,0,1,0,0,0,0,0,0,1
2752,50,3.91,0,2,15,0,1,0,0,0,0,1,0,1
2753,125,4.83,1,5,15,0,1,0,0,0,0,0,0,0
2754,106.25,4.67,1,1,15,0,1,0,0,0,0,1,0,0
2755,175,5.16,1,2,15,0,1,0,0,0,0,0,0,0
2756,50,3.91,1,1,15,0,1,0.7,0.49,0,0,0,0,0
2757,25,3.22,1,1,15,0,1,0.7,0.49,0,0,0,0,1
2758,25,3.22,1,1,15,0,1,0.7,0.49,0,0,1,0,1
2759,50,3.91,1,2,15,0,1,0.7,0.49,0,0,1,0,1
2760,50,3.91,1,4,15,0,1,0.7,0.49,0,0,1,0,1
2761,50,3.91,1,5,15,0,1,0.7,0.49,0,0,0,0,1
2762,25,3.22,1,5,15,0,1,0.7,0.49,0,0,0,0,1
2763,25,3.22,1,5,15,0,1,0.7,0.49,0,0,0,0,1
2764,6.25,1.83,1,3,15,0,1,0.7,0.49,0,0,1,0,1
2765,56.25,4.03,1,3,15,0,1,0.7,0.49,0,0,1,0,0
2766,6.25,1.83,1,2,15,0,1,0.7,0.49,0,0,1,0,1
2767,12.5,2.53,1,4,15,0,1,0.7,0.49,0,0,1,0,1
2768,31.25,3.44,1,5,15,0,1,0.7,0.49,0,0,0,0,1
2769,12.5,2.53,1,2,15,0,1,0.7,0.49,0,0,1,0,1
2770,12.5,2.53,1,5,15,0,1,0.7,0.49,0,0,1,0,1
2771,56.25,4.03,1,1,15,0,1,0.7,0.49,0,0,0,0,0
2772,12.5,2.53,1,1,15,0,1,0.7,0.49,0,0,0,0,1
2773,56.25,4.03,1,3,15,0,1,0.7,0.49,0,0,1,0,1
2774,31.25,3.44,1,1,15,0,1,0.7,0.49,0,0,0,0,1
2775,6.25,1.83,1,2,15,0,1,0.7,0.49,0,0,0,0,1
2776,12.5,2.53,1,5,15,0,1,0.7,0.49,0,0,0,0,1
2777,31.25,3.44,1,5,15,0,1,0.7,0.49,0,0,1,0,1
2778,56.25,4.03,1,1,15,0,1,0.7,0.49,0,0,0,0,1
2779,56.25,4.03,1,1,15,0,1,0.7,0.49,0,0,0,0,1
2780,12.5,2.53,1,5,15,0,1,0.7,0.49,0,0,0,0,1
2781,56.25,4.03,1,4,15,0,1,0.7,0.49,0,0,1,0,1
2782,106.25,4.67,1,1,15,0,1,0.7,0.49,0,0,0,0,0
2783,56.25,4.03,1,1,15,0,1,0.7,0.49,0,0,0,0,0
2784,56.25,4.03,0,1,15,0,1,1,1,0,0,0,0,1
2785,106.25,4.67,1,1,15,0,1,0.7,0.49,0,0,0,0,1
2786,12.5,2.53,1,5,15,0,1,0.7,0.49,0,0,1,0,1
2787,31.25,3.44,1,2,15,0,1,0.7,0.49,0,0,1,0,1
2788,125,4.83,1,4,15,0,1,0.7,0.49,0,0,1,0,0
2789,50,3.91,1,5,15,0,1,0.7,0.49,0,0,1,0,1
2790,25,3.22,1,3,15,0,1,0.7,0.49,0,0,0,0,1
2791,50,3.91,1,3,15,0,1,0.7,0.49,0,0,1,0,0
2792,75,4.32,1,5,15,0,1,0.7,0.49,0,0,0,0,0
2793,50,3.91,1,5,15,0,1,0.7,0.49,0,0,1,0,1
2794,25,3.22,1,5,15,0,1,0.7,0.49,0,0,1,0,1
2795,75,4.32,0,3,15,0,1,1,1,0,0,1,0,1
2796,31.25,3.44,1,3,15,0,1,0.7,0.49,0,0,0,0,1
2797,31.25,3.44,1,3,15,0,1,0.7,0.49,0,0,1,0,0
2798,25,3.22,1,2,15,0,1,0.7,0.49,0,0,1,0,0
2799,25,3.22,1,4,15,0,1,0.7,0.49,0,0,1,0,1
2800,50,3.91,1,1,15,0,1,0.7,0.49,0,0,0,0,0
2801,31.25,3.44,1,2,15,0,1,0.7,0.49,0,0,0,0,1
2802,125,4.83,1,2,15,0,1,0.7,0.49,0,0,1,0,1
2803,50,3.91,1,4,15,0,1,0.7,0.49,0,0,1,0,1
2804,25,3.22,1,2,15,0,1,0.7,0.49,0,0,0,0,1
2805,25,3.22,1,3,15,0,1,0.7,0.49,0,0,0,0,1
2806,50,3.91,1,4,15,0,1,0.7,0.49,0,0,1,0,1
2807,31.25,3.44,1,2,15,0,1,0.7,0.49,0,0,0,0,1
2808,31.25,3.44,1,2,15,0,1,0.7,0.49,0,0,1,0,1
2809,31.25,3.44,0,3,15,0,1,1,1,0,0,0,0,0
2810,50,3.91,1,2,15,0,1,0.7,0.49,0,0,0,0,1
2811,50,3.91,1,2,15,0,1,0.7,0.49,0,0,0,0,1
2812,75,4.32,1,5,15,0,1,0.7,0.49,0,0,0,0,0
2813,75,4.32,1,3,15,0,1,0.7,0.49,0,0,0,0,1
2814,31.25,3.44,0,5,15,0,1,1,1,0,0,1,0,1
2815,50,3.91,1,2,15,0,1,0.7,0.49,0,0,1,0,1
2816,31.25,3.44,1,5,15,0,1,0.7,0.49,0,0,0,0,1
2817,75,4.32,1,2,15,0,1,0.7,0.49,0,0,1,0,0
2818,50,3.91,1,1,15,0,1,0.7,0.49,0,0,0,0,1
2819,25,3.22,1,3,15,0,1,0.7,0.49,0,0,0,0,0
2820,100,4.61,1,5,15,0,1,0.7,0.49,0,0,0,0,0
2821,100,4.61,1,2,15,0,1,0.7,0.49,0,0,0,0,0
2822,75,4.32,1,3,15,0,1,0.7,0.49,0,0,0,0,1
2823,75,4.32,1,3,15,0,1,0.7,0.49,0,0,0,0,1
2824,100,4.61,1,5,15,0,1,0.7,0.49,0,0,1,0,1
2825,75,4.32,0,3,15,0,1,1,1,0,0,0,0,0
2826,75,4.32,1,5,15,0,1,0.7,0.49,0,0,1,0,0
2827,75,4.32,1,3,15,0,1,0.7,0.49,0,0,0,0,1
2828,50,3.91,1,5,15,0,1,0.7,0.49,0,0,1,0,1
2829,56.25,4.03,0,3,15,0,1,1,1,0,0,0,0,0
2830,50,3.91,1,1,15,0,1,0.7,0.49,0,0,0,0,1
2831,75,4.32,1,4,15,0,1,0.7,0.49,0,0,1,0,0
2832,56.25,4.03,1,2,15,0,1,0.7,0.49,0,0,0,0,1
2833,75,4.32,0,5,15,0,1,1,1,0,0,0,0,0
2834,56.25,4.03,1,3,15,0,1,0.7,0.49,0,0,0,0,1
2835,150,5.01,0,4,15,0,1,1,1,0,0,0,0,0
2836,75,4.32,1,4,15,0,1,0.7,0.49,0,0,1,0,1
2837,56.25,4.03,1,3,15,0,1,0.7,0.49,0,0,1,0,1
2838,75,4.32,1,5,15,0,1,0.7,0.49,0,0,1,0,1
2839,100,4.61,1,5,15,0,1,0.7,0.49,0,0,0,0,0
2840,100,4.61,1,5,15,0,1,0.7,0.49,0,0,0,0,0
2841,50,3.91,1,4,15,0,1,0.7,0.49,0,0,0,0,1
2842,100,4.61,1,3,15,0,1,0.7,0.49,0,0,0,0,1
2843,56.25,4.03,1,4,15,0,1,0.7,0.49,0,0,0,0,1
2844,56.25,4.03,1,3,15,0,1,0.7,0.49,0,0,0,0,1
2845,56.25,4.03,1,1,15,0,1,0.7,0.49,0,0,0,0,0
2846,75,4.32,1,1,15,0,1,0.7,0.49,0,0,0,0,1
2847,150,5.01,0,2,15,0,1,1,1,0,0,0,0,1
2848,150,5.01,1,4,15,0,1,0.7,0.49,0,0,1,0,0
2849,150,5.01,1,2,15,0,1,0.7,0.49,0,0,1,0,0
2850,150,5.01,0,5,15,0,1,1,1,0,0,1,0,0
2851,50,3.91,1,5,15,0,1,1.4,1.96,0,0,1,0,1
2852,50,3.91,1,1,15,0,1,1.4,1.96,0,0,0,0,1
2853,100,4.61,1,3,15,0,1,1.4,1.96,0,0,0,0,1
2854,25,3.22,1,3,15,0,1,1.4,1.96,0,0,0,0,1
2855,6.25,1.83,1,2,15,0,1,1.4,1.96,0,0,0,0,1
2856,50,3.91,1,4,15,0,1,1.4,1.96,0,0,0,0,1
2857,6.25,1.83,0,2,15,0,1,2,4,0,0,0,0,1
2858,31.25,3.44,1,5,15,0,1,1.4,1.96,0,0,0,0,1
2859,12.5,2.53,1,1,15,0,1,1.4,1.96,0,0,1,0,1
2860,56.25,4.03,1,1,15,0,1,1.4,1.96,0,0,0,0,0
2861,31.25,3.44,1,1,15,0,1,1.4,1.96,0,0,0,0,1
2862,106.25,4.67,0,4,15,0,1,2,4,0,0,1,0,0
2863,31.25,3.44,1,4,15,0,1,1.4,1.96,0,0,1,0,1
2864,6.25,1.83,1,4,15,0,1,1.4,1.96,0,0,0,0,1
2865,6.25,1.83,1,3,15,0,1,1.4,1.96,0,0,0,0,1
2866,56.25,4.03,1,4,15,0,1,1.4,1.96,0,0,1,0,1
2867,56.25,4.03,1,4,15,0,1,1.4,1.96,0,0,1,0,1
2868,56.25,4.03,1,1,15,0,1,1.4,1.96,0,0,0,0,1
2869,6.25,1.83,1,2,15,0,1,1.4,1.96,0,0,0,0,0
2870,31.25,3.44,1,4,15,0,1,1.4,1.96,0,0,1,0,1
2871,6.25,1.83,0,5,15,0,1,2,4,0,0,1,0,1
2872,56.25,4.03,1,5,15,0,1,1.4,1.96,0,0,1,0,1
2873,25,3.22,1,3,15,0,1,1.4,1.96,0,0,0,0,1
2874,75,4.32,1,4,15,0,1,1.4,1.96,0,0,0,0,0
2875,31.25,3.44,1,1,15,0,1,1.4,1.96,0,0,0,0,1
2876,25,3.22,1,5,15,0,1,1.4,1.96,0,0,1,0,1
2877,31.25,3.44,1,3,15,0,1,1.4,1.96,0,0,0,0,1
2878,50,3.91,1,2,15,0,1,1.4,1.96,0,0,1,0,1
2879,25,3.22,1,2,15,0,1,1.4,1.96,0,0,0,0,1
2880,50,3.91,1,1,15,0,1,1.4,1.96,0,0,0,0,1
2881,75,4.32,1,1,15,0,1,1.4,1.96,0,0,0,0,1
2882,31.25,3.44,1,5,15,0,1,1.4,1.96,0,0,1,0,1
2883,31.25,3.44,1,5,15,0,1,1.4,1.96,0,0,1,0,1
2884,50,3.91,1,3,15,0,1,1.4,1.96,0,0,1,0,0
2885,25,3.22,1,2,15,0,1,1.4,1.96,0,0,0,0,0
2886,31.25,3.44,1,4,15,0,1,1.4,1.96,0,0,1,0,1
2887,75,4.32,1,1,15,0,1,1.4,1.96,0,0,0,0,0
2888,31.25,3.44,1,3,15,0,1,1.4,1.96,0,0,0,0,1
2889,50,3.91,1,4,15,0,1,1.4,1.96,0,0,1,0,1
2890,50,3.91,1,5,15,0,1,1.4,1.96,0,0,0,0,0
2891,75,4.32,1,1,15,0,1,1.4,1.96,0,0,0,0,1
2892,56.25,4.03,1,1,15,0,1,1.4,1.96,0,0,0,0,0
